asset,time,CapMrktEstUSD
sol,2021-04-14T00:00:00.000000000Z,7116357249.9011426697866070499
sol,2021-04-15T00:00:00.000000000Z,7516378934.671346401082415555
sol,2021-04-16T00:00:00.000000000Z,6853982062.3767890986160977842
sol,2021-04-17T00:00:00.000000000Z,6752952165.125918133958486851
sol,2021-04-18T00:00:00.000000000Z,8787624843.0426061227641185462
sol,2021-04-19T00:00:00.000000000Z,8596751966.4390294243815780316
sol,2021-04-20T00:00:00.000000000Z,8642297711.4746177198963566229
sol,2021-04-21T00:00:00.000000000Z,8782419476.5381732340180957997
sol,2021-04-22T00:00:00.000000000Z,10612541350.8048406987772699795
sol,2021-04-23T00:00:00.000000000Z,9948975122.085950319864144911
sol,2021-04-24T00:00:00.000000000Z,11128773185.202562977956408967
sol,2021-04-25T00:00:00.000000000Z,12911211367.7546450481579356252
sol,2021-04-26T00:00:00.000000000Z,11972386912.0550247515496307956
sol,2021-04-27T00:00:00.000000000Z,11730511223.069195360876288976
sol,2021-04-28T00:00:00.000000000Z,12158556423.2737221120856634855
sol,2021-04-29T00:00:00.000000000Z,11490075123.1381107333588083555
sol,2021-04-30T00:00:00.000000000Z,11611800811.839032290038389958
sol,2021-05-01T00:00:00.000000000Z,13373909175.8156960825060619344
sol,2021-05-02T00:00:00.000000000Z,12745378406.7276711829468301055
sol,2021-05-03T00:00:00.000000000Z,12579340018.5132642066823229025
sol,2021-05-04T00:00:00.000000000Z,11742115597.3775185494020866655
sol,2021-05-05T00:00:00.000000000Z,12209309499.357084869767523592
sol,2021-05-06T00:00:00.000000000Z,11876016779.864356266434397612
sol,2021-05-07T00:00:00.000000000Z,11714377260.38592549769848848
sol,2021-05-08T00:00:00.000000000Z,12484696132.083865262539302692
sol,2021-05-09T00:00:00.000000000Z,12078027859.041667251583757628
sol,2021-05-10T00:00:00.000000000Z,11728913081.050589062937026112
sol,2021-05-11T00:00:00.000000000Z,12212339492.740787001969654804
sol,2021-05-12T00:00:00.000000000Z,12266374144.320176600816205308
sol,2021-05-13T00:00:00.000000000Z,11087774345.990715097191941032
sol,2021-05-14T00:00:00.000000000Z,11699978014.803429520732368332
sol,2021-05-15T00:00:00.000000000Z,11881057107.38495915365921972
sol,2021-05-16T00:00:00.000000000Z,12855830542.540416164828957668
sol,2021-05-17T00:00:00.000000000Z,12823484657.78101720617718666
sol,2021-05-18T00:00:00.000000000Z,15286667742.248854326058539824
sol,2021-05-19T00:00:00.000000000Z,9888425609.43011525323306964
sol,2021-05-20T00:00:00.000000000Z,12278465399.11990719891193898
sol,2021-05-21T00:00:00.000000000Z,10453194866.326386903235361576
sol,2021-05-22T00:00:00.000000000Z,8678779608.3822958392032991
sol,2021-05-23T00:00:00.000000000Z,6737363782.938039899884282396
